kind,id,file,heading,song,period,themes,sources,chapters,certainty,type_unite,source_id,usage,chapitres,source_label,source_short_title,source_year,titre_fr,fonction_s29,related_atoms,related_concepts,notes,related_myths,canonical_song,slug,category,status,albums,aliases,include_variants,exclude,separate_from,fonction_s75,related_motifs,type,writers,keywords,production,live_history,lyrics,related_quotes,contradictions,related_events,related_people,fonction_s34
song,SONG-S75-007,registers/songs/s75_ott_songs_part_02.md,SONG-S75-007 — « Interzone »,Interzone,,,,"[""Chapitre 2"", ""Chapitre 3""]",medium,song,S75,"[""contrainte productive"", ""RCA"", ""greffe soul/punk""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Interzone »,,"[""S75-A022"", ""S75-A025""]","[""CONCEPT-005""]",À utiliser comme exemple de détournement d'une commande commerciale.,,,,,,,,,,,"Chez Ott, « Interzone » dérive partiellement de la contrainte absurde de reprise de « Keep On Keepin’ On ».
",,,,,,,,,,,,
song,SONG-S75-008,registers/songs/s75_ott_songs_part_02.md,SONG-S75-008 — « Ice Age »,Ice Age,,,,"[""Chapitre 3""]",medium,song,S75,"[""Stephen Morris"", ""architecture sonore"", ""RCA demos""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Ice Age »,,"[""S75-A025""]","[""CONCEPT-006""]",Entrée utile pour l'analyse du rôle rythmique dans la maturation du son.,,,,,,,,,,,"Ott fait de « Ice Age » un exemple précoce de l'effet Morris : tempos nerveux, toms et transformation des progressions basiques.
",,,,,,,,,,,,
song,SONG-S75-009,registers/songs/s75_ott_songs_part_02.md,SONG-S75-009 — « Shadowplay »,Shadowplay,,,,"[""Chapitre 3"", ""Chapitre 5"", ""Chapitre 13""]",medium,song,S75,"[""RCA demos"", ""Granada TV"", ""Hannett"", ""imagerie industrielle""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Shadowplay »,,"[""S75-A025"", ""S75-A028""]",,"Sert à relier chanson, ville filmée et risque de cliché industriel.","[""MYTH-003""]",,,,,,,,,,"Le passage mobilise « Shadowplay » comme morceau metal-influenced, comme captation Granada TV, puis comme exemple amélioré par Hannett.
",,,,,,,,,,,,
song,SONG-S75-010,registers/songs/s75_ott_songs_part_02.md,SONG-S75-010 — « Digital »,Digital,,,,"[""Chapitre 3"", ""Chapitre 6""]",strong,song,S75,"[""A Factory Sample"", ""Hannett"", ""architecture sonore""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Digital »,,"[""S75-A029"", ""S75-A033""]","[""CONCEPT-006""]",Entrée centrale pour le passage du son Warsaw à une organisation post-punk plus identifiable.,"[""MYTH-004""]",,,,,,,,,,"« Digital » marque chez Ott un premier seuil Hannett : basse de Hook, batterie binaire de Morris, reverb et delay vocal.
",,,,,,,,,,,,
song,SONG-S75-011,registers/songs/s75_ott_songs_part_02.md,SONG-S75-011 — « Glass »,Glass,,,,"[""Chapitre 3"", ""Chapitre 6""]",strong,song,S75,"[""Hannett"", ""delay"", ""bridge track""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Glass »,,"[""S75-A029"", ""S75-A035""]","[""CONCEPT-006""]",À manier avec la nuance Hook : Hannett intervient sans écrire les morceaux.,"[""MYTH-004""]",,,,,,,,,,"Ott fait de « Glass » un pont entre la matière brute de Warsaw et le son monolithique d’*Unknown Pleasures*.
",,,,,,,,,,,,
song,SONG-S75-012,registers/songs/s75_ott_songs_part_02.md,SONG-S75-012 — « Transmission »,Transmission,,,,"[""Chapitre 3"", ""Chapitre 7"", ""Chapitre 11""]",strong,song,S75,"[""Peel Session"", ""communication post-punk"", ""single futur""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Transmission »,,"[""S75-A025"", ""S75-A033"", ""S75-A034""]","[""CONCEPT-006""]",Entrée structurante pour éviter de réduire Joy Division à la seule obscurité.,,,,,,,,,,,"Ott lit « Transmission » comme un morceau presque accessible, grave et communicable, au croisement du post-punk et de la chanson.
",,,,,,,,,,,,
song,SONG-S75-013,registers/songs/s75_ott_songs_part_02.md,SONG-S75-013 — « Exercise One »,Exercise One,,,,"[""Chapitre 3"", ""Chapitre 4""]",medium,song,S75,"[""Peel Session"", ""sélection album"", ""texte de Curtis""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Exercise One »,,"[""S75-A033""]",,"Sert à penser le choix de l’album par retranchement, non par accumulation.",,,,,,,,,,,"Ott analyse « Exercise One » comme morceau fort textuellement mais compositionnellement faible, finalement écarté d’*Unknown Pleasures*.
",,,,,,,,,,,,
song,SONG-S75-014,registers/songs/s75_ott_songs_part_02.md,SONG-S75-014 — « Insight »,Insight,,,,"[""Chapitre 3"", ""Chapitre 6""]",medium,song,S75,"[""Peel Session"", ""Genetic Demos"", ""Unknown Pleasures""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« Insight »,,"[""S75-A033"", ""S75-A035""]",,Entrée utile pour suivre les versions successives avant *Unknown Pleasures*.,,,,,,,,,,,"« Insight » apparaît dans la Peel Session puis dans les Genetic Demos comme matériau en voie de stabilisation avant l’album.
",,,,,,,,,,,,
song,SONG-S75-015,registers/songs/s75_ott_songs_part_02.md,SONG-S75-015 — « She’s Lost Control »,She’s Lost Control,,,,"[""Chapitre 3"", ""Chapitre 4"", ""Chapitre 12""]",medium,song,S75,"[""Peel Session"", ""electronic drum pad"", ""futur single""]",,"S75 — Ott, Joy Division's Unknown Pleasures, 2004","Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,« She’s Lost Control »,,"[""S75-A033""]","[""CONCEPT-006""]",À relier plus tard aux passages sur l’épilepsie et à l’analyse des paroles.,,,,,,,,,,,"Ott présente la Peel Session comme l'un des premiers accès extérieurs à « She’s Lost Control », futur titre majeur du groupe.
",,,,,,,,,,,,
song,SONG-S34-001,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-001 — « Shadowplay »,Shadowplay,,,,"[""Chapitre 1"", ""Chapitre 3"", ""Chapitre 13""]",strong,song,S34,"[""Granada Reports"", ""centre-ville nocturne"", ""ville comme image""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« Shadowplay »,,"[""S34-A006""]","[""CONCEPT-S34-002""]",Archive Granada et citations de paroles à vérifier avant usage manuscrit.,,,,,,,,,,,,,,,,,,,,,,,"Chanson lue comme point de convergence entre texte urbain, performance télévisée Granada Reports et projection d’images de ville.
"
song,SONG-S34-002,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-002 — « Interzone »,Interzone,,,,"[""Chapitre 3"", ""Chapitre 7"", ""Chapitre 13""]",strong,song,S34,"[""marche urbaine"", ""superposition vocale"", ""Simmel""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« Interzone »,,"[""S34-A007""]","[""CONCEPT-S34-002""]",Ne pas réduire la chanson à son thème urbain ; limiter les citations de paroles.,,,,,,,,,,,,,,,,,,,,,,,"Chanson lue comme errance urbaine, fuite impossible et forme vocale de la surstimulation métropolitaine.
"
song,SONG-S34-003,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-003 — « Transmission »,Transmission,,,,"[""Chapitre 3"", ""Chapitre 7"", ""Chapitre 13"", ""Chapitre 14""]",strong,song,S34,"[""danse"", ""radio"", ""sidewalk ballet""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« Transmission »,,"[""S34-A009"", ""S34-A012""]",,À croiser avec S13 pour les usages du corps et de la danse.,,,,,,,,,,,,"[""MOTIF-S34-004""]",,,,,,,,,,,"Chanson lue comme danse urbaine : radio, répétition, mouvement collectif et énergie située dans la ville moderne.
"
song,SONG-S34-004,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-004 — « Disorder »,Disorder,,,,"[""Chapitre 3"", ""Chapitre 6"", ""Chapitre 13""]",medium,song,S34,"[""espace sonore"", ""aliénation"", ""instruments séparés""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« Disorder »,,"[""S34-A008""]",,À croiser avec S72 et S75 pour l’analyse sonore.,,,,,,,,,,,,"[""MOTIF-S34-003""]",,,,,,,,,,,"Exemple mobilisé pour penser reverb, lumières, bruit, accidents et autonomie relative des instruments comme forme d’aliénation urbaine.
"
song,SONG-S34-005,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-005 — « Dead Souls »,Dead Souls,,,,"[""Chapitre 3"", ""Chapitre 7"", ""Chapitre 13""]",medium,song,S34,"[""espace sonore"", ""instruments séparés"", ""aliénation urbaine""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« Dead Souls »,,"[""S34-A008""]",,À distinguer de l’usage hauntologique de S29.,,,,,,,,,,,,"[""MOTIF-S34-003""]",,,,,,,,,,,"Exemple d’autonomie instrumentale et d’espace sonore séparé ; dans S34, le titre est utilisé pour la logique formelle de l’aliénation plus que pour l’hantologie.
"
song,SONG-S34-006,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-006 — « Atmosphere »,Atmosphere,,,,"[""Chapitre 3"", ""Chapitre 7"", ""Chapitre 13""]",medium,song,S34,"[""marche"", ""ville"", ""mélodie funèbre""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« Atmosphere »,,"[""S34-A009""]",,Usage secondaire dans S34 ; ne pas surcharger le titre.,,,,,,,,,,,,,,,,,,,,,,,"Chanson lue comme contraste entre mélodie funèbre, marche, silence et échappée hors de la dureté urbaine.
"
song,SONG-S34-007,registers/songs/s34_fraser_fuoto_songs.md,SONG-S34-007 — « I Remember Nothing »,I Remember Nothing,,,,"[""Chapitre 3"", ""Chapitre 6"", ""Chapitre 13""]",medium,song,S34,"[""aliénation"", ""séparation"", ""Unknown Pleasures""]",,"S34 — Fraser & Fuoto, Manchester, 1976, 2012","Benjamin Fraser ; Abby Fuoto, Manchester, 1976: Documenting the urban nature of Joy Division’s musical production, 2012",2012,« I Remember Nothing »,,"[""S34-A008""]",,Paroles à limiter strictement.,,,,,,,,,,,,"[""MOTIF-S34-003""]",,,,,,,,,,,"Titre mobilisé pour le motif de l’étrangeté relationnelle et du défaut de connexion.
"
song,Unknown Pleasures,registers/references/s61_iovane_riccio_trademark_registers.md,Chansons / objets visuels,Unknown Pleasures,,"[""marque figurative"", ""pochette"", ""Peter Saville""]","[""S61""]","[""Chapitre 5"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
song,Closer,registers/references/s61_iovane_riccio_trademark_registers.md,Chansons / objets visuels,Closer,,"[""marque figurative"", ""pochette"", ""Peter Saville"", ""Bernard Pierre Wolff""]","[""S61""]","[""Chapitre 6"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
