kind,id,file,heading,id,nom,name,definition,filiation,niveau_consensus,chapitres,sources,concept,related_atoms,usage_chapitres,prudence,label,source_id,atoms,statut,source_label,source_short_title,source_year,type_unite,atomes,source_ids,atomes_associes,fonction_argumentative,nom_en,usage_repo,atomes_lies,relations,risques,liens,titre,concepts,fiabilite,resume,origine,motifs_associes,concepts_derives,chapters,nom_original,critiques,nom_fr
concept,CONCEPT-S82-002,registers/s82_space_estrangement_structuring_registers.md,CONCEPT-S82-002 — Production non-indexicale,CONCEPT-S82-002,Production non-indexicale,,,,,"[3, 6]",,,,,,Production non-indexicale (Hannett),S82,,,"S82 — Parmar, Joy Division in Space / Aesthetics of Estrangement, 2018","Robin Parmar, Joy Division in Space: The Aesthetics of Estrangement, 2018",2018,,,,"[""S82-A002"", ""S82-A003""]","Désigne la stratégie de Hannett consistant à dépouiller les enregistrements de leurs relations au lieu d'origine, à la performance live et aux musiciens comme corps présents. Contraire de la production normative qui cherche à créer un ""perceived performance environment"" (Moylan 2012, 179) répliquant le live : chez Hannett, chaque instrument est enregistré séparément, son ""completely dead"", delay/réverbération créant une distance virtuelle perceptible uniquement comme artifice.",,,,,,,,,,,,,,,,,
concept,CONCEPT-S82-003,registers/s82_space_estrangement_structuring_registers.md,CONCEPT-S82-003 — Sound stage (espace sonore — deux axes),CONCEPT-S82-003,Sound stage,,,,,[3],,,,,,Sound stage — les deux axes de l'espace sonore en studio,S82,,,"S82 — Parmar, Joy Division in Space / Aesthetics of Estrangement, 2018","Robin Parmar, Joy Division in Space: The Aesthetics of Estrangement, 2018",2018,,,,"[""S82-A003""]","Cadre théorique de Moylan (2012) : l'espace sonore en production studio se définit par deux axes — (1) le positionnement latéral gauche-droite (sound stage = scène perçue répliquant le live) et (2) la distance virtuelle listener-musicien (créée par delay, réverbération, manipulation du timbre). Hannett subvertit les deux axes, utilisant l'espace acoustique comme ""primary musical idea in itself"" plutôt que comme miroir de la performance.",,,,,,,,,,,,,,,,,
concept,CONCEPT-S82-004,registers/s82_space_estrangement_structuring_registers.md,CONCEPT-S82-004 — Espace métaphorique lyrique,CONCEPT-S82-004,Espace métaphorique lyrique,,,,,"[5, 6]",,,,,,Espace métaphorique lyrique (paroles sans ancrage),S82,,,"S82 — Parmar, Joy Division in Space / Aesthetics of Estrangement, 2018","Robin Parmar, Joy Division in Space: The Aesthetics of Estrangement, 2018",2018,,,,"[""S82-A007""]","Concept forgé par Parmar pour désigner la stratégie des paroles de Curtis consistant à éviter les noms propres, les lieux précis et les ancrages temporels. Cette absence de spécificité transforme les espaces décrits en ""conteneurs génériques"" dans lesquels les auditeurs projettent leur propre subjectivité — mécanisme inverse de la chanson populaire normative qui invite à l'identification avec une position subjective précise.",,,,,,,,,,,,,,,,,
concept,CONCEPT-S82-005,registers/s82_space_estrangement_structuring_registers.md,CONCEPT-S82-005 — Inversion temporelle sonore,CONCEPT-S82-005,Inversion temporelle sonore,,,,,"[3, 5]",,,,,,Inversion temporelle sonore (supplément avant l'original),S82,,,"S82 — Parmar, Joy Division in Space / Aesthetics of Estrangement, 2018","Robin Parmar, Joy Division in Space: The Aesthetics of Estrangement, 2018",2018,,,,"[""S82-A005""]","Désigne le dispositif de ""Glass"" où Hannett place l'écho/supplément avant le signal original — ""sonic time travel"" selon Parmar. La pulsation qui ouvre la chanson précède la chanson proprement dite, reconnaissant explicitement l'artificialité de l'enregistrement. Relié à Eisenberg (2005) : l'objet d'une session studio est de créer un ""ideal event"" et non de documenter un événement réel.",,,,,,,,,,,,,,,,,
concept,CONCEPT-joy_division_perno_hacienda,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-joy_division_perno_hacienda,Joy Division comme perno de l’Haçienda,,"Lecture de Joy Division comme pivot caché, matériel, économique et symbolique de l’Haçienda et de la culture club Factory.
",,,"[""Chapitre 8"", ""Chapitre 10"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A002"", ""S58-A003""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-economie_punk_situationniste_hacienda,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-economie_punk_situationniste_hacienda,économie punk-situationniste de l’Haçienda,,"Gestion du club comme grande fête collective, idéaliste et anti-entrepreneuriale, génératrice d’innovation mais aussi de déficit.
",,,"[""Chapitre 10"", ""Chapitre 13"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A004""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-mutation_postpunk_electronique,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-mutation_postpunk_electronique,mutation post-punk vers l’électronique,,"Passage de Joy Division / New Order du punk électrique vers Blue Monday, acid house et culture électronique, sans causalité linéaire simple.
",,,"[""Chapitre 6"", ""Chapitre 10"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A005"", ""S58-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-acid_house_nouveau_punk,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-acid_house_nouveau_punk,acid house comme nouveau punk inclusif,,"Rapprochement entre punk et acid house par DIY, technologies accessibles, marges urbaines et liberté d’expression, avec passage de l’agressivité à l’inclusivité festive.
",,,"[""Chapitre 10"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A006""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-comparaison_manchester_detroit,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-comparaison_manchester_detroit,comparaison Manchester / Detroit,,"Mise en parallèle de deux villes post-industrielles, Manchester et Detroit, où crise urbaine, vide communautaire et marges sociales favorisent de nouvelles formes électroniques.
",,,"[""Chapitre 1"", ""Chapitre 11"", ""Chapitre 13""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A007""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-temps_libre_fordiste_creativite,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-temps_libre_fordiste_creativite,temps libre fordiste et créativité contre-culturelle,,"Contradiction du fordisme : le travail salarié contraint les jeunes cultures, mais la séparation travail / temps libre rend possible une créativité non immédiatement productivisée.
",,,"[""Chapitre 1"", ""Chapitre 11"", ""Chapitre 13""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A008""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-hacienda_proto_TAZ,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-hacienda_proto_TAZ,Haçienda comme proto-TAZ,,"Lecture de l’Haçienda comme espace indéterminé, brutaliste et temporairement autonome, susceptible d’accueillir musique, danse, rencontre, café, bar et expérimentation.
",,,"[""Chapitre 10"", ""Chapitre 13"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A009""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-esthetique_digitale_anticipee,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-esthetique_digitale_anticipee,esthétique digitale anticipée,,"Lecture de Joy Division comme anticipation de paradigmes digitaux : aliénation, solitude, corps, espace, paysages urbains et sonorités protodigitales.
",,,"[""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A010""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-technologie_liberation_marges,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-technologie_liberation_marges,technologie comme libération des marges,,"Appropriation libre des technologies musicales par des marges urbaines qui n’ont rien à perdre, et qui transforment contrainte sociale en expérimentation sonore.
",,,"[""Chapitre 6"", ""Chapitre 10"", ""Chapitre 13""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A011""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-bassline_postpunk_acid,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-bassline_postpunk_acid,bassline post-punk / acid,,"Chaîne interprétative reliant la basse mélodique de Peter Hook, née de contraintes d’amplification, à la centralité future de la ligne de basse dans l’acid house.
",,,"[""Chapitre 6"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A012""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-hannett_studio_instrument_futur,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-hannett_studio_instrument_futur,Hannett et le studio-instrument du futur,,"Martin Hannett comme opérateur de dé-punkisation, spatialisation, sampling, réverbération, delay et transformation du studio en instrument musical.
",,,"[""Chapitre 6"", ""Chapitre 13"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A013""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-curtis_et_futur_electronique,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-curtis_et_futur_electronique,Curtis et futur électronique,,"Hypothèse selon laquelle Curtis n’est pas extérieur au futur électronique de New Order : science-fiction, dub, reggae, Kraftwerk, intro instrumentale longue et danse robotique l’y relient déjà.
",,,"[""Chapitre 6"", ""Chapitre 12"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A014""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-joy_division_noeud_ere_electronique,registers/s58_ilardi_structuring_registers.md,Concepts,CONCEPT-joy_division_noeud_ere_electronique,Joy Division comme nœud de passage vers l’ère électronique,,"Joy Division et Manchester comme points de transition entre paysage sonore post-punk, technologies protodigitales, New Order, acid house et techno.
",,,"[""Chapitre 10"", ""Chapitre 14""]","[""S58""]",,,,,,S58,,stabilise,"S58 — Ilardi, Ian Curtis is not dead, 2021","Emiliano Ilardi, Ian Curtis is not dead. Dalla Factory Records ai rave nelle factories, 2021",2021,concept,"[""S58-A005"", ""S58-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-S61-001,registers/references/s61_iovane_riccio_trademark_registers.md,Concepts / motifs / mythes,CONCEPT-S61-001,,,,,,"[""Chapitre 14""]",,,,,,,S61,,verifie,"S61 — Iovane & Riccio, Trademark will tear us apart again, 2021","Giada Iovane ; Giovanni Maria Riccio, Trademark will tear us apart again. A proposito di marchi di impresa e nomi di gruppi musicali: il caso Joy Division, 2021",2021,concept,,,,,,,,,,,Juridicisation du mythe,"[""juridicisation du mythe"", ""patrimonialisation juridique""]",moyenne,"L’héritage Joy Division devient un objet de droit : nom, marque, société, revenus, titulaires, produits dérivés et attentes du public.",,,,,,,
concept,CONCEPT-059,registers/concepts/s41_hook_concepts_1977_an_ideal_name_change_tj_davidson_sound.md,CONCEPT-059 — DIY endetté,CONCEPT-059,DIY endetté,,"Forme d’autonomie discographique qui permet au groupe de sortir un disque sans label, mais au prix d’une dette privée, d’un risque domestique et d’une responsabilité matérielle portée par les membres eux-mêmes.
",,,"[""Chapitre 8"", ""Chapitre 10""]",,,,,,,,,"{""type"": [""concept_discographie"", ""concept_economie"", ""concept_domesticite""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A042"", ""S41-A046"", ""S41-A047""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-031""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-058""}]","[""héroïsation du DIY"", ""effacement de la dette conjugale""]",,,,,,,,,,,,
concept,CONCEPT-060,registers/concepts/s41_hook_concepts_1977_an_ideal_name_change_tj_davidson_sound.md,CONCEPT-060 — support comme contrainte sonore,CONCEPT-060,support comme contrainte sonore,,"Concept désignant la manière dont la matérialité du support impose ses limites : durée par face, largeur du sillon, niveau sonore, qualité de pressage. L’échec sonore de An Ideal for Living vient aussi de la micro-technique du vinyle.
",,,"[""Chapitre 3"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_technique"", ""concept_discographie"", ""concept_son""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A046""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-054""}, {""type"": ""alimente"", ""cible"": ""REGISTRE-DISCOGRAPHIE""}]","[""réduire la réception de l’EP à sa technique"", ""oublier le rôle de la pochette et du contexte politique""]",,,,,,,,,,,,
concept,CONCEPT-061,registers/concepts/s41_hook_concepts_1977_an_ideal_name_change_tj_davidson_sound.md,CONCEPT-061 — nom traumatique devenu marque,CONCEPT-061,nom traumatique devenu marque,,"Processus par lequel le nom Joy Division, issu d’une référence traumatique et controversée, devient aussi une marque disputée : bootlegs, T-shirts, usages commerciaux non contrôlés, objets dérivés et conflits de protection.
",,,"[""Chapitre 5"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_nom"", ""concept_posterite"", ""concept_marchandisation""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A049""]","[{""type"": ""prolonge"", ""cible"": ""S41-A001""}, {""type"": ""prolonge"", ""cible"": ""REGISTRE-BOOTLEGS""}]","[""dissocier marchandisation et charge éthique du nom"", ""réduire la postérité à l’exploitation commerciale""]",,,,,,,,,,,,
concept,CONCEPT-062,registers/concepts/s41_hook_concepts_1977_an_ideal_name_change_tj_davidson_sound.md,CONCEPT-062 — provocation à contretemps politique,CONCEPT-062,provocation à contretemps politique,,"Concept désignant l’accumulation de signes nazis ou militaires dans un moment où Rock Against Racism, l’Anti-Nazi League et la lutte contre le National Front structurent fortement le champ punk britannique. L’intention de choc ne neutralise pas l’effet politique de réception.
",,,"[""Chapitre 5"", ""Chapitre 11""]",,,,,,,,,"{""type"": [""concept_controverse"", ""concept_politique"", ""concept_reception""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A050""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-025""}, {""type"": ""prolonge"", ""cible"": ""MYTH-007""}]","[""excuse par naïveté"", ""accusation sans examen de l’intention"", ""effacement du contexte antifasciste britannique""]",,,,,,,,,,,,
concept,CONCEPT-063,registers/concepts/s41_hook_concepts_1977_an_ideal_name_change_tj_davidson_sound.md,CONCEPT-063 — contrainte sonore productive,CONCEPT-063,contrainte sonore productive,,"Concept désignant la transformation d’un défaut matériel en solution esthétique : speaker médiocre, notes graves inaudibles, nécessité de jouer haut sur la basse, puis cadrage de Curtis et répartition collective des rôles.
",,,"[""Chapitre 3"", ""Chapitre 6""]",,,,,,,,,"{""type"": [""concept_son"", ""concept_instrument"", ""concept_processus_creatif""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A052""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-049""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-056""}]","[""origine unique du son Joy Division"", ""oubli des autres déterminants matériels et collectifs""]",,,,,,,,,,,,
concept,CONCEPT-064,registers/concepts/s41_hook_concepts_1977_an_ideal_name_change_tj_davidson_sound.md,CONCEPT-064 — lieu-matrice du son et de l’image,CONCEPT-064,lieu-matrice du son et de l’image,,"Lieu de répétition où se condensent environnement matériel, son, images, froid, mémoire visuelle et sociabilité musicale. T. J. Davidson’s est à la fois atelier sonore, décor photographique et espace mémoriel du groupe.
",,,"[""Chapitre 3"", ""Chapitre 13"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_lieu"", ""concept_son"", ""concept_image"", ""concept_geographie_emotionnelle""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A053""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-063""}, {""type"": ""alimente"", ""cible"": ""REGISTRE-GEOGRAPHIE-EMOTIONNELLE""}]","[""déterminisme du lieu"", ""fétichisation de l’espace industriel""]",,,,,,,,,,,,
concept,CONCEPT-037,registers/concepts/s45_curtis_concepts_1980_moonlight_overdose_bury_divorce_last_clinic.md,CONCEPT-037 — maladie spectaculaire,CONCEPT-037,maladie spectaculaire,,"Processus par lequel les crises de Curtis, surtout lorsqu’elles surviennent sur scène ou au seuil de la scène, sont absorbées par le dispositif live et perçues par une partie du public comme intensité performative. Le symptôme devient lisible comme acte scénique, ce qui brouille soin, admiration et exploitation involontaire.
",,,"[""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_sante"", ""concept_performance"", ""concept_reception""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S45-A133"", ""S45-A134"", ""S45-A135""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-019""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-027""}, {""type"": ""nuance"", ""cible"": ""MYTH-002""}]","[""accuser univoquement public ou groupe"", ""esthétiser la crise"", ""dissoudre la souffrance dans le mythe live""]",,,,,,,,,,,,
concept,CONCEPT-038,registers/concepts/s45_curtis_concepts_1980_moonlight_overdose_bury_divorce_last_clinic.md,CONCEPT-038 — Factory comme care amateur,CONCEPT-038,Factory comme care amateur,,"Concept désignant les formes de prise en charge non professionnelles que Factory et l’entourage mettent en œuvre autour de Curtis : déplacement au cottage de Wilson, lectures, hypnose, minder de tournée, décision de maintenir certains concerts, organisation logistique, mais sans cadre médical stable ni information suffisante du foyer.
",,,"[""Chapitre 6"", ""Chapitre 12"", ""Chapitre 10""]",,,,,,,,,"{""type"": [""concept_management"", ""concept_sante"", ""concept_factory""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S45-A137"", ""S45-A138"", ""S45-A140"", ""S45-A150""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-030""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-026""}, {""type"": ""requiert"", ""cible"": ""CONCEPT-004""}]","[""héroïser l’entourage"", ""criminaliser rétrospectivement l’amateurisme"", ""négliger l’absence de solution médicale évidente""]",,,,,,,,,,,,
concept,CONCEPT-039,registers/concepts/s45_curtis_concepts_1980_moonlight_overdose_bury_divorce_last_clinic.md,CONCEPT-039 — concert impossible maintenu,CONCEPT-039,concert impossible maintenu,,"Situation dans laquelle la logique de l’événement, de l’affiche, du public, de l’enregistrement ou de la tournée conduit à maintenir une performance alors que l’état de Curtis ne le permet pas. Bury en constitue le cas paradigmatique : le concert continue malgré l’impossibilité vocale du chanteur et dégénère en émeute.
",,,"[""Chapitre 6"", ""Chapitre 12"", ""Chapitre bootlegs""]",,,,,,,,,"{""type"": [""concept_live"", ""concept_sante"", ""concept_organisation""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S45-A139"", ""S45-A150""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-026""}, {""type"": ""alimente"", ""cible"": ""REGISTRE-BOOTLEGS""}]","[""réduire la responsabilité à Gretton seul"", ""oublier la pression du public et du dispositif de salle""]",,,,,,,,,,,,
concept,CONCEPT-040,registers/concepts/s45_curtis_concepts_1980_moonlight_overdose_bury_divorce_last_clinic.md,CONCEPT-040 — calme trompeur final,CONCEPT-040,calme trompeur final,,"Motif conceptuel désignant les scènes où Curtis donne aux proches une impression de stabilisation, de projection ou de normalité — clinique d’épilepsie, vêtements neufs, rires, discussion sur l’Amérique — alors que Deborah relit après coup ces signes comme possible préparation de son retrait définitif.
",,,"[""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_final"", ""concept_memoire""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S45-A151"", ""S45-A152"", ""S45-A153""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-035""}, {""type"": ""nuance"", ""cible"": ""MYTH-002""}]","[""téléologie finale"", ""lecture de chaque geste comme signe suicidaire"", ""transformation de Stroszek en cause unique""]",,,,,,,,,,,,
concept,CONCEPT-033,registers/concepts/s45_curtis_concepts_1980_european_tour_annik_closer_threshold.md,CONCEPT-033 — séparation matérielle non dite,CONCEPT-033,séparation matérielle non dite,,"Processus par lequel la séparation conjugale se formule d’abord à travers les objets matériels du foyer — maison, equity, factures, vêtements, animal domestique, carte de crédit, appartement de studio — avant d’être pleinement dite comme rupture affective.
",,,"[""Chapitre 10""]",,,,,,,,,"{""type"": [""concept_domesticite"", ""concept_economique"", ""concept_intime""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S45-A119"", ""S45-A125"", ""S45-A130""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-029""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-031""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-021""}]","[""téléologie conjugale"", ""réduction de la crise à une liquidation économique""]",,,,,,,,,,,,
concept,CONCEPT-034,registers/concepts/s45_curtis_concepts_1980_european_tour_annik_closer_threshold.md,CONCEPT-034 — contradiction genrée de tournée,CONCEPT-034,contradiction genrée de tournée,,"Contradiction par laquelle les épouses et compagnes sont exclues au nom de la concentration du groupe, tandis qu’Annik Honoré accompagne Ian Curtis sur la tournée européenne et voit ses frais absorbés dans l’économie du groupe.
",,,"[""Chapitre 6"", ""Chapitre 10""]",,,,,,,,,"{""type"": [""concept_genre"", ""concept_tournee""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S45-A120"", ""S45-A125"", ""S45-A132""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-018""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-023""}, {""type"": ""prolonge"", ""cible"": ""MOTIF-033""}]","[""réduire la politique de tournée à Annik seule"", ""effacer fatigue, maladie et organisation concrète de tournée""]",,,,,,,,,,,,
concept,CONCEPT-035,registers/concepts/s45_curtis_concepts_1980_european_tour_annik_closer_threshold.md,CONCEPT-035 — symptôme indécidable,CONCEPT-035,symptôme indécidable,,"Catégorie méthodologique pour les épisodes où Deborah Curtis perçoit une possible manipulation ou pseudo-crise, tandis que la maladie épileptique reste réelle et que les autres témoins refusent l’idée d’une simulation. L’objet n’est pas de trancher médicalement, mais de conserver l’indécidable.
",,,"[""Chapitre 12"", ""Chapitre 10""]",,,,,,,,,"{""type"": [""concept_sante"", ""concept_methodologique""], ""stabilite"": ""instable_par_definition""}",,,,,,,,,,,"[""S45-A121"", ""S45-A129""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-019""}, {""type"": ""requiert"", ""cible"": ""CONCEPT-004""}, {""type"": ""alerte"", ""cible"": ""RISQUE-CAUSALITE-MEDICALE""}]","[""diagnostic rétrospectif"", ""accusation de simulation sans preuve"", ""effacement de la maladie réelle""]",,,,,,,,,,,,
concept,CONCEPT-036,registers/concepts/s45_curtis_concepts_1980_european_tour_annik_closer_threshold.md,CONCEPT-036 — studio comme dissociation domestique,CONCEPT-036,studio comme dissociation domestique,,"Concept désignant le moment où l’enregistrement d’une œuvre capitale se déroule en parallèle d’une dissociation du foyer : Deborah reste à Macclesfield, l’argent envoyé sert à payer une facture, les autres compagnes se déplacent mal informées, et Annik occupe l’espace intime déplacé autour de Ian.
",,,"[""Chapitre 3"", ""Chapitre 8"", ""Chapitre 10"", ""Chapitre 12""]",,,,,,,,,"{""type"": [""concept_studio"", ""concept_domesticite""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S45-A132""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-034""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-023""}, {""type"": ""prépare"", ""cible"": ""CHAPITRE-11-THIS-IS-MY-CRISIS""}]","[""réduire *Closer* à la crise intime"", ""causalité esthétique trop directe""]",,,,,,,,,,,,
concept,CONCEPT-105,registers/concepts/s41_hook_concepts_1979_m5_annnik_buzzcocks_plan_k_atmosphere.md,CONCEPT-105 — mémoire corrigée par archive,CONCEPT-105,mémoire corrigée par archive,,"Situation où le témoin reconnaît que son souvenir est fragile ou faux, et où une trace matérielle — bande, interview, enregistrement — oblige à corriger la mémoire rétrospective.
",,,"[""Chapitre 10"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_methode"", ""concept_memoire"", ""concept_archive""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A133""]","[{""type"": ""prolonge"", ""cible"": ""MYTH-GROUP-MEMORY-TRANSPARENCY""}]","[""traiter l’autodérision de Hook comme preuve générale d’inexactitude totale"", ""ignorer l’archive qui contraint le souvenir""]",,,,,,,,,,,,
concept,CONCEPT-106,registers/concepts/s41_hook_concepts_1979_m5_annnik_buzzcocks_plan_k_atmosphere.md,CONCEPT-106 — Curtis pluralisé,CONCEPT-106,Curtis pluralisé,,"Concept désignant la nécessité de tenir ensemble plusieurs figures de Curtis : chanteur, mari, malade, parolier, séducteur, camarade de groupe, frontman et people-pleaser. Aucun de ces régimes ne suffit seul.
",,,"[""Chapitre 10"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_biographique"", ""concept_mythe"", ""concept_groupe""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A134"", ""S41-A135""]","[{""type"": ""nuance"", ""cible"": ""MYTH-CURTIS-SOLE-GENIUS""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-104""}]","[""remplacer l’hagiographie par un contre-mythe viriliste"", ""affaiblir la portée artistique de Curtis sous prétexte de désacralisation""]",,,,,,,,,,,,
concept,CONCEPT-107,registers/concepts/s41_hook_concepts_1979_m5_annnik_buzzcocks_plan_k_atmosphere.md,CONCEPT-107 — scénographie par contrainte médicale,CONCEPT-107,scénographie par contrainte médicale,,"Transformation d’une contrainte médicale en dispositif scénique : l’épilepsie et la sensibilité aux flashes conduisent à privilégier des washes de lumière, devenus ensuite une signature visuelle.
",,,"[""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_sante"", ""concept_live"", ""concept_image""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A136"", ""S41-A137""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-081""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-087""}]","[""romantiser les crises comme esthétique volontaire"", ""oublier la peur et le risque médical""]",,,,,,,,,,,,
