kind,id,file,heading,source_id,source_label,coverage,chapters,nature,status,priority,source_author,source_title,preuve,usage,prudence,source_short_title,source_year,workflow,date_integration,passage_atomise,statut_citationnel,article_author,article_title,volume,article_authors,version,date_atomisation,atomes,type,date_creation,type_unite,statut,fiabilite,atomes_source,dossier_source,source_drive,fichier_source_original,volume_contenant,auteur,titre,citation_directe,pages_pdf,annee_publication_en_ligne,annee_volume,source_url,fichier_source_recommande,publication,volume_numero,pagination,doi,licence,chapitres,chapitres_secondaires,niveau_preuve,pages_livre,passage,song_id,canonical_song,editeur,note_passage,distinct_from,atoms_file,relations_ids,atomisation_integrale,nb_atomes,nb_relations,previous_source_id,previous_source_redirect,source_id_requested_initially,titre_chapitre,titre_ouvrage,annee,edition,pages_utiles_pdf,source_auteur,source_titre,next_pass,source_part,date_revision,couverture,date_passe,legacy_id,relations,relations_file,note_numerotation,book_title,proof_level,date,identifiant_archive,publication_principale,pieces_incluses,auteur_section_manchester,section_utile,pages_utiles,section,annee_originale,annee_edition_us,source_fichier,lieu_edition,eisbn,titre_article,direction
metadata,NO_ID::sources/morris_record_play_pause/atomes_s35_record_play_pause.md::3104,sources/morris_record_play_pause/atomes_s35_record_play_pause.md,"Atomes v2 — S35 — Morris, *Record Play Pause*, 2019",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Morris, Record Play Pause, 2019",2019,,,,,,,,,,,,,,corpus_atomes,verifie,forte comme source primaire rétrospective,,,,,,Stephen Morris,"Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I",False,1-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/morris_record_play_pause/registres_specialises_s35.md::3125,sources/morris_record_play_pause/registres_specialises_s35.md,"Registres spécialisés — S35 — Morris, *Record Play Pause*, 2019",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,"Intégralité de la source, p. PDF 1-358",,,,,,,,,,,registres_specialises,verifie,forte comme source primaire rétrospective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/morris_record_play_pause/relations_stabilisees.md::3162,sources/morris_record_play_pause/relations_stabilisees.md,"Relations stabilisées — S35 — Morris, *Record Play Pause*, 2019",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,relations_stabilisees,verifie,forte comme source primaire rétrospective,"[""S35-A001"", ""S35-A002"", ""S35-A003"", ""S35-A004"", ""S35-A005"", ""S35-A006"", ""S35-A007"", ""S35-A008"", ""S35-A009"", ""S35-A010"", ""S35-A011"", ""S35-A012"", ""S35-A013"", ""S35-A014"", ""S35-A015"", ""S35-A016"", ""S35-A017"", ""S35-A018"", ""S35-A019"", ""S35-A020""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/morris_record_play_pause/source.md::3226,sources/morris_record_play_pause/source.md,9. Consignes pour les futurs atomes,S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,"Macclesfield, batterie, influences musicales, Warsaw, Joy Division, Factory, Hannett, Unknown Pleasures, Closer","témoignage subjectif, humoristique, reconstruit ; croiser les faits, dates, dialogues et séquences médicales","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,Stephen Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I",source primaire rétrospective / témoignage interne,,,,,,,,,,,,,,,
metadata,NO_ID::sources/naiman_lonely_place_illness/atoms_dm_s67_lonely_place_illness_v2.md::3314,sources/naiman_lonely_place_illness/atoms_dm_s67_lonely_place_illness_v2.md,"Atomes v2 — S67 — Naiman, « In a Lonely Place : Illness and the Temporal Exile of Ian Curtis », 2018",S67,"S67 — Naiman, In a Lonely Place: Illness and Temporal Exile of Ian Curtis, 2018",,,,,,,,,,,"Tiffany Naiman, In a Lonely Place: Illness and the Temporal Exile of Ian Curtis, 2018",2018,,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,114-129,,,,,,,,,,,,,83-98,,,,,,,,,True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/naiman_lonely_place_illness/relations_s67_lonely_place_illness_v2.md::3322,sources/naiman_lonely_place_illness/relations_s67_lonely_place_illness_v2.md,"Relations stabilisées — S67 — Naiman, « In a Lonely Place », 2018",S67,"S67 — Naiman, In a Lonely Place: Illness and Temporal Exile of Ian Curtis, 2018",,,,,,,,,,,"Tiffany Naiman, In a Lonely Place: Illness and the Temporal Exile of Ian Curtis, 2018",2018,,,,,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/nevarez_how_joy_division_came_to_sound_like_manchester/source.md::3352,sources/nevarez_how_joy_division_came_to_sound_like_manchester/source.md,9. Consignes pour les futurs atomes,S78,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013",,,,,,Leonard Nevarez,How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City,"source secondaire universitaire / sociologie de l’écoute, mythe urbain, Manchester, Joy Division, régénération néolibérale et patrimonialisation musicale",mythe Manchester ; Unknown Pleasures ; mindscape ; soundscape ; indexicalité ; Tony Wilson ; Paul Morley ; Jon Savage ; Kevin Cummins ; Anton Corbijn ; No City Fun ; Malcolm Whitehead ; Charles Salem ; Grant Gee ; Control ; 24 Hour Party People ; écoute mobile ; ville créative ; régénération urbaine,"ne pas traiter le mythe comme preuve ; distinguer son, écoute, médiation, récit critique, images, films et stratégies urbaines ; croiser les citations indirectes avec les sources citées par Nevarez","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/ott_unknown_pleasures/README.md::3374,sources/ott_unknown_pleasures/README.md,Consignes pour les futurs atomes,S75,"S75 — Ott, Joy Division's Unknown Pleasures, 2004",,,,,,,,,,,"Chris Ott, Joy Division's Unknown Pleasures, 2004",2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/otter_bickerdike_posteconomy_curtis/atoms_s87_otter_bickerdike_posteconomy.md::3450,sources/otter_bickerdike_posteconomy_curtis/atoms_s87_otter_bickerdike_posteconomy.md,"Atomes v2 — S87 — Otter Bickerdike, « As If It Never Happened: The Posteconomy of Joy Division and Ian Curtis », 2018",S87,"S87 — Otter Bickerdike, Posteconomy of Joy Division and Ian Curtis, 2018",,,,,,,,,,,"Jennifer Otter Bickerdike, As If It Never Happened: The Posteconomy of Joy Division and Ian Curtis, 2018",2018,,,,,,,,,v2,2026-05-26,"[""S87-A001"", ""S87-A002"", ""S87-A003"", ""S87-A004"", ""S87-A005"", ""S87-A006"", ""S87-A007"", ""S87-A008"", ""S87-A009"", ""S87-A010""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/otter_bickerdike_posteconomy_curtis/relations_s87_otter_bickerdike_posteconomy.md::3461,sources/otter_bickerdike_posteconomy_curtis/relations_s87_otter_bickerdike_posteconomy.md,"Relations stabilisées — S87 — Otter Bickerdike, « As If It Never Happened », 2018",S87,"S87 — Otter Bickerdike, Posteconomy of Joy Division and Ian Curtis, 2018",,,,,,,,,,,"Jennifer Otter Bickerdike, As If It Never Happened: The Posteconomy of Joy Division and Ian Curtis, 2018",2018,,,,,,,,,,,,relations_stabilisees,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/parmar_space_estrangement/atoms_dm_s82_space_estrangement_v2.md::3470,sources/parmar_space_estrangement/atoms_dm_s82_space_estrangement_v2.md,"Atomes v2 — S82 — Parmar, « Joy Division in Space », 2018",S82,"S82 — Parmar, Joy Division in Space / Aesthetics of Estrangement, 2018",,,,,,,,,,,"Robin Parmar, Joy Division in Space: The Aesthetics of Estrangement, 2018",2018,,,,,,,,,v2,2026-05-26,"[""S82-A001"", ""S82-A002"", ""S82-A003"", ""S82-A004"", ""S82-A005"", ""S82-A006"", ""S82-A007"", ""S82-A008"", ""S82-A009""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/parmar_space_estrangement/relations_s82_space_estrangement_v2.md::3480,sources/parmar_space_estrangement/relations_s82_space_estrangement_v2.md,"Relations stabilisées — S82 — Parmar, « Joy Division in Space », 2018",S82,"S82 — Parmar, Joy Division in Space / Aesthetics of Estrangement, 2018",,,,,,,,,,,"Robin Parmar, Joy Division in Space: The Aesthetics of Estrangement, 2018",2018,,,,,,,,,v2,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""R-S82-001"", ""R-S82-002"", ""R-S82-003"", ""R-S82-004"", ""R-S82-005"", ""R-S82-006"", ""R-S82-007"", ""R-S82-008""]",,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/press_aids_anderton_1986/source.md::3490,sources/press_aids_anderton_1986/source.md,"S12 — Dossier de presse, AIDS / Anderton, 13 décembre 1986",S12,"S12 — Dossier de presse, AIDS / Anderton, 13 décembre 1986",,,dossier de presse / source primaire journalistique,,,,,,,,"The Times ; Nicholas Wood ; Thomson Prentice ; auteurs multiples, Bundle of press articles re AIDS, 1986",1986,,,,,,,,,,,,,,,verifie,forte pour l’existence des discours publics ; à croiser pour les faits et citations,,,https://drive.google.com/file/d/1d6igXESueoR4NhqL3j33hnb9ccTWZS3s/view?usp=drive_link,HSOC0015800 - Bundle of press articles re AIDS - 13 Dec 1986.pdf,,The Times ; Nicholas Wood ; Thomson Prentice ; auteurs multiples,Bundle of press articles re AIDS,,,,,,S12_press_aids_anderton_1986.pdf,,,,,,"[""Chapitre 1""]","[""Chapitre 14""]",source primaire journalistique / dossier de presse contemporain,,,,,,,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,1986-12-13,HSOC0015800,The Times,"[""Thomson Prentice, « Aids in Britain: Spread a ‘moral Chernobyl’ »"", ""Nicholas Wood, « Ministers dismiss Anderton’s tirade »"", ""Article sur le risque disciplinaire pesant sur James Anderton après ses propos sur le sida"", ""Continuation d’article sur la police authority et les réactions à Anderton"", ""Lettre de Nicholas Aiken sur l’éthique chrétienne et le sida""]",,,,,,,,,,,
metadata,NO_ID::sources/press_aids_anderton_1986/source.md::3491,sources/press_aids_anderton_1986/source.md,Consignes pour les futurs atomes,S12,"S12 — Dossier de presse, AIDS / Anderton, 13 décembre 1986",,,,,,,,source primaire journalistique contemporaine,"James Anderton, Greater Manchester Police, sida, morale publique, ordre social, conservatisme moral, police authority, discours stigmatisants","ne pas utiliser comme source médicale ; distinguer citations, discours rapportés et commentaires journalistiques ; croiser avec S05 ; ne pas reproduire les expressions stigmatisantes sans distance critique","The Times ; Nicholas Wood ; Thomson Prentice ; auteurs multiples, Bundle of press articles re AIDS, 1986",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/rabbito_control_infrangimento_vetro/source.md::3517,sources/rabbito_control_infrangimento_vetro/source.md,9. Consignes pour les futurs atomes,S52,"S52 — Rabbito, Control e l’infrangimento del vetro, 2021",,,,,,,,"source secondaire critique / études cinématographiques, biopic, représentation filmique de Ian Curtis, réception et mythification",Control ; Anton Corbijn ; Ian Curtis ; biopic ; noir et blanc ; surface biographique ; Deborah Curtis ; Sam Riley ; mythification ; médiation audiovisuelle,"ne pas utiliser comme source primaire sur la vie de Curtis ; vérifier les faits dans Deborah Curtis, Hook, Sumner, Savage et Grant Gee ; distinguer critique du film, analyse de la représentation et vérité biographique","Andrea Rabbito, Control e l’infrangimento del vetro. Oltre la superficie biografica di Ian Curtis, 2021",2021,,,,,Andrea Rabbito,Control e l’infrangimento del vetro. Oltre la superficie biografica di Ian Curtis,Our Vision Touched the Sky: Fenomenologia dei Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/reynolds_rip_it_up/README.md::3538,sources/reynolds_rip_it_up/README.md,"S72 — Reynolds, *Rip It Up and Start Again*, 2005/2006",S72,"S72 — Reynolds, Rip It Up and Start Again, 2005/2006",,,essai historique et critique,atomisation deuxième passe terminée,"source critique majeure pour le cadre post-punk, Manchester, Joy Division et ses héritages",,,,,,"Simon Reynolds, Rip It Up and Start Again: Postpunk 1978–1984, 2005/2006",2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Reynolds,Rip It Up and Start Again: Postpunk 1978–1984,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/reynolds_rip_it_up/README.md::3539,sources/reynolds_rip_it_up/README.md,Couverture documentaire consolidée,,,"[""projet historiographique du post-punk"", ""révolution inachevée de punk"", ""modernisme post-punk"", ""art schools"", ""Peter Saville"", ""basse mélodique"", ""politique des formes"", ""écriture existentialiste de Ian Curtis"", ""DIY"", ""Spiral Scratch"", ""New Hormones"", ""Factory Records"", ""contrats informels Factory"", ""Rough Trade"", ""Mute Records"", ""Warm Leatherette"", ""Ballard"", ""Manchester post-industriel"", ""Joy Division et The Fall"", ""Digital"", ""House of Dolls"", ""A Factory Sample"", ""Paul Morley"", ""critique musicale comme acteur"", ""PiL"", ""Gang of Four"", ""The Pop Group"", ""The Slits"", ""Pere Ubu"", ""Devo"", ""Sheffield"", ""Cabaret Voltaire"", ""Human League"", ""Throbbing Gristle"", ""No Wave"", ""Talking Heads"", ""Wire"", ""2-Tone"", ""New Order et New Pop"", ""MTV"", ""goth et héritages sombres"", ""Batcave"", ""Positive Punk"", ""ZTT"", ""post-punk revival""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/reynolds_rip_it_up/README.md::3540,sources/reynolds_rip_it_up/README.md,Usages principaux,,,,"[""Chapitre 1"", ""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 13"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/reynolds_rip_it_up/README.md::3541,sources/reynolds_rip_it_up/README.md,Travail restant possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""compléter les citations candidates issues de la deuxième passe"", ""atomiser finement New Order si le chapitre 14 développe Blue Monday et la culture club"", ""atomiser finement Goth si le chapitre 14 développe Batcave, Bauhaus et Positive Punk"", ""créer une table de correspondance S20 -> S72 pour les anciens documents maîtres si nécessaire""]",,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/riom_review_crossley_networks/registres_specialises_s27.md::3628,sources/riom_review_crossley_networks/registres_specialises_s27.md,"Compléments aux registres spécialisés — S27 — Riom, compte rendu de Crossley, 2016",S27,"S27 — Riom, compte rendu de Crossley, Networks of Sound, Style and Subversion, 2016",,,,,,,,,,,"Loïc Riom, Nick CROSSLEY, Networks of Sound, Style and Subversion: The Punk and Post-punk Worlds of Manchester, London and Sheffield, 1975-1980, 2016",2016,,,,,,,,,,,,,,registres_specialises,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/riom_review_crossley_networks/registres_structurants_s27.md::3635,sources/riom_review_crossley_networks/registres_structurants_s27.md,"Compléments aux registres structurants — S27 — Riom, compte rendu de Crossley, 2016",S27,"S27 — Riom, compte rendu de Crossley, Networks of Sound, Style and Subversion, 2016",,,,,,,,,,,"Loïc Riom, Nick CROSSLEY, Networks of Sound, Style and Subversion: The Punk and Post-punk Worlds of Manchester, London and Sheffield, 1975-1980, 2016",2016,,,,,,,,,,,,,,registres_structurants,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/riom_review_crossley_networks/relations_stabilisees.md::3652,sources/riom_review_crossley_networks/relations_stabilisees.md,"Relations stabilisées — S27 — Riom, compte rendu de Crossley, 2016",S27,"S27 — Riom, compte rendu de Crossley, Networks of Sound, Style and Subversion, 2016",,,,,,,,,,,"Loïc Riom, Nick CROSSLEY, Networks of Sound, Style and Subversion: The Punk and Post-punk Worlds of Manchester, London and Sheffield, 1975-1980, 2016",2016,,,,,,,,,,,,,,relations_stabilisees,integration_directe,forte,"[""S27-A001"", ""S27-A002"", ""S27-A003"", ""S27-A004"", ""S27-A005"", ""S27-A006"", ""S27-A007"", ""S27-A008"", ""S27-A009"", ""S27-A010""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/riom_review_crossley_networks/source.md::3662,sources/riom_review_crossley_networks/source.md,Consignes pour les futurs atomes,S27,"S27 — Riom, compte rendu de Crossley, Networks of Sound, Style and Subversion, 2016",,,,,,,,source secondaire critique ; compte rendu d’ouvrage,"Crossley, analyse de réseaux, scènes punk et post-punk, Manchester, London, Liverpool, Sheffield, music world, effervescence collective, personnel renfort, gatekeepers, limites de la méthode",ne pas citer comme si le livre de Crossley avait été consulté ; distinguer thèses de Crossley et commentaires de Riom ; retourner au livre pour toute donnée fine,"Loïc Riom, Nick CROSSLEY, Networks of Sound, Style and Subversion: The Punk and Post-punk Worlds of Manchester, London and Sheffield, 1975-1980, 2016",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/romania_a_guide_to_come_universo_simbolico/source.md::3687,sources/romania_a_guide_to_come_universo_simbolico/source.md,9. Consignes pour les futurs atomes,S55,"S55 — Romania, A guide to come: i Joy Division come universo simbolico, 2021",,,,,,Vincenzo Romania,A guide to come: i Joy Division come universo simbolico. Una ricerca sulle recensioni musicali,"source secondaire critique / socio-sémiotique de la réception critique, corpus Ondarock 2000-2016, Joy Division comme univers symbolique et catégorie de classement",réception critique ; recensions musicales ; Ondarock ; univers symbolique ; guide symbolique ; méta-esthétique ; méta-analyse ; sacralisation ; idolâtrie ; Curtis ; canonisation ; référence critique ; post-punk ; new wave,"ne pas utiliser comme source primaire ; ne pas généraliser tout le corpus mondial depuis Ondarock ; vérifier les recensions citées ; distinguer influence musicale réelle, comparaison critique et sacralisation discursive","Vincenzo Romania, A guide to come: i Joy Division come universo simbolico. Una ricerca sulle recensioni musicali, 2021",2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/savage_englands_dreaming/atomes_s89_intro_ch1.md::3700,sources/savage_englands_dreaming/atomes_s89_intro_ch1.md,"Atomes v2 — S89 — Savage, *England's Dreaming*, 1991",S89,"S89 — Savage, England's Dreaming, 1991",,,,,,,,,,,"Savage, England's Dreaming, 1991",1991,,,,,,,,,,,,,,corpus_atomes,verifie,forte,,,,,,Jon Savage,"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond",False,7-30,,,,,,,,,,,,,vii-xvii ; 3-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/savage_englands_dreaming/registres_specialises_s89.md::3714,sources/savage_englands_dreaming/registres_specialises_s89.md,"Compléments aux registres spécialisés — S89 — Savage, *England's Dreaming*, 1991",S89,"S89 — Savage, England's Dreaming, 1991",,,,,,,,,,,"Jon Savage, England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond, 1991",1991,,,,,,,,,,,,,,registres_specialises,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/savage_englands_dreaming/registres_structurants_s89.md::3720,sources/savage_englands_dreaming/registres_structurants_s89.md,"Compléments aux registres structurants — S89 — Savage, *England's Dreaming*, 1991",S89,"S89 — Savage, England's Dreaming, 1991",,,,,,,,,,,"Jon Savage, England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond, 1991",1991,,,,,,,,,,,,,,registres_structurants,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/savage_englands_dreaming/relations_stabilisees.md::3726,sources/savage_englands_dreaming/relations_stabilisees.md,"Relations stabilisées — S89 — Savage, *England's Dreaming*, 1991",S89,"S89 — Savage, England's Dreaming, 1991",,,,,,,,,,,"Jon Savage, England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond, 1991",1991,,,,,,,,,,,,,,relations_stabilisees,verifie,forte,"[""S89-A001"", ""S89-A002"", ""S89-A020"", ""S89-A021"", ""S89-A022"", ""S89-A023""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/schutte_curtis_lyrics/atoms_dm_s66_curtis_lyrics_v2.md::3733,sources/schutte_curtis_lyrics/atoms_dm_s66_curtis_lyrics_v2.md,"Atomes v2 — S66 — Schütte, « On Ian Curtis's Lyrics », 2018",S66,"S66 — Schütte, On Ian Curtis's Lyrics, 2018",,,,,,,,,,,"Uwe Schütte, 'Possessed by a Fury That Burns from Inside': On Ian Curtis's Lyrics, 2018",2018,,,,,,,,,v2,,"[""S66-A001"", ""S66-A002"", ""S66-A003"", ""S66-A004"", ""S66-A005"", ""S66-A006"", ""S66-A007"", ""S66-A008""]",,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/schutte_curtis_lyrics/relations_s66_curtis_lyrics_v2.md::3742,sources/schutte_curtis_lyrics/relations_s66_curtis_lyrics_v2.md,"Relations stabilisées — S66 — Schütte, « On Ian Curtis's Lyrics », 2018",S66,"S66 — Schütte, On Ian Curtis's Lyrics, 2018",,,,,,,,,,,"Uwe Schütte, 'Possessed by a Fury That Burns from Inside': On Ian Curtis's Lyrics, 2018",2018,,,,,,,,,v2,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""R-S66-001"", ""R-S66-002"", ""R-S66-003"", ""R-S66-004"", ""R-S66-005"", ""R-S66-006"", ""R-S66-007"", ""R-S66-008""]",,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/songfacts_buzzcocks_boredom/source.md::3753,sources/songfacts_buzzcocks_boredom/source.md,9. Consignes pour les futurs atomes,S16,"S16 — Songfacts, Boredom by Buzzcocks, page consultée 2026",,,,,,Songfacts,Boredom by Buzzcocks,source web secondaire/tertiaire / orientation sur une chanson de Buzzcocks,Buzzcocks ; Boredom ; Spiral Scratch ; Howard Devoto ; Pete Shelley ; New Hormones ; Martin Hannett ; Manchester punk ; DIY ; anti-virtuosité ; minimalisme ; seuil punk/post-punk,"ne pas utiliser comme source primaire ; vérifier crédits, dates, paroles, production, anecdotes et réception dans des sources discographiques, journalistiques ou testimoniales robustes","Songfacts, Boredom by Buzzcocks, s.d. / page consultée 2026",s.d. / page consultée 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/suatoni/README.md::3754,sources/suatoni/README.md,"S70 — Suatoni, *Joy Division*, s.d.",S70,"S70 — Suatoni, Joy Division, s.d.",,,livret critique et documentaire OCRisé,atomisation primaire terminee,source secondaire de recoupement,,,,,,"Alfredo Suatoni, Joy Division: Dal cuore della città / From the Centre of the City, 1990",s.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Suatoni,Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/suatoni/README.md::3755,sources/suatoni/README.md,Couverture documentaire,,,"[""préface Alberto Lutriani"", ""réception personnelle de Joy Division"", ""formation Warsaw / Joy Division"", ""Electric Circus"", ""An Ideal for Living"", ""House of Dolls"", ""Factory Records"", ""Rob Gretton"", ""Tony Wilson"", ""Peter Saville"", ""RCA sessions"", ""Unknown Pleasures"", ""Martin Hannett"", ""Piccadilly Radio"", ""Central Sound Studios"", ""Futurama"", ""Buzzcocks tour"", ""Here Are the Young Men"", ""Warner / WEA"", ""Paradiso Amsterdam"", ""Closer"", ""Sordide Sentimental"", ""Love Will Tear Us Apart"", ""derniers concerts"", ""mort de Ian Curtis"", ""New Order"", ""analyse du son"", ""analyse des paroles""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/suatoni/README.md::3756,sources/suatoni/README.md,Usages principaux,,,,"[""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 6"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
